id_cliente,numero_cuenta,nombre,apellido,ciudad_cliente,pais_cliente,fecha_nacimiento,estado_civil,ingreso_anual,genero,numero_hijos,hijos_en_casa,nivel_educativo,fecha_apertura_cuenta,tipo_membresia,ocupacion,vivienda_propia
6433,177957558930-7, María José, Molina,Cali,Colombia,6/9/1943,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,27/7/2020,Básica,Operativa Básica,Si
6434,178100308775-3, Estela, Escobar,Bogotá,Colombia,26/7/1968,Casado,$10K-$14K,F,5,5,Educación Universitaria Completa,6/10/2023,Selecta,Gerencial,Si
6435,178119440972-0, Gloria, Calderón,Bogotá,Colombia,2/4/1976,Casado,$6K-$10K,F,1,1,Educación Secundaria Incompleta,2/4/2021,Frescura,Operativa Calificada,Si
6436,178123496471-5, Adriana, Aguirre,Quito,Ecuador,4/1/1962,Casado,$14K-$18K,F,1,1,Postgrado Universitario,5/9/2023,Frescura,Profesional,Si
6437,178172106000-8, Agustín, Delgado,Bogotá,Colombia,11/2/2004,Soltero,$14K-$18K,M,4,0,Educación Universitaria Completa,14/4/2021,Frescura,Profesional,No
6438,178213938000-7, Miriam, Cabrera,Bogotá,Colombia,15/11/1964,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,20/4/2021,Frescura,Operativa Básica,No
6439,178254455327-2, Adriana, Miranda,Bogotá,Colombia,25/4/1951,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,22/1/2020,Frescura,Operativa Calificada,No
6440,178289227550-4, David, Molina,Puno,Perú,13/8/2006,Soltero,$2K-$6K,M,0,0,Educación Secundaria Incompleta,26/6/2021,Básica,Operativa Básica,Si
6441,178300398885-4, Lorena, Guzmán,Bogotá,Colombia,13/6/1952,Casado,$6K-$10K,F,0,0,Educación Secundaria Incompleta,22/8/2023,Frescura,Operativa Calificada,Si
6442,178303046226-4, Alicia, González,Bogotá,Colombia,7/7/1999,Casado,$10K-$14K,F,2,1,Educación Universitaria Completa,6/6/2022,Selecta,Profesional,Si
6443,178303872250-6, Concha, Benítez,Quito,Ecuador,6/10/1953,Casado,$2K-$6K,F,0,0,Educación Secundaria Incompleta,17/11/2021,Básica,Operativa Básica,Si
6444,178321371078-4, Raúl, Arias,Lima,Perú,28/5/1948,Soltero,$2K-$6K,M,5,0,Educación Secundaria Incompleta,10/4/2021,Básica,Operativa Básica,Si
6445,178338043688-8, Ángela, Guerrero,Bogotá,Colombia,27/5/2007,Casado,$6K-$10K,F,4,0,Educación Secundaria Completa,18/3/2023,Frescura,Operativa Calificada,Si
6446,178390558658-2, Consuelo, Espinoza,Quito,Ecuador,17/4/1989,Soltero,$6K-$10K,F,5,0,Educación Secundaria Incompleta,10/7/2021,Frescura,Operativa Básica,Si
6447,178419153689-4, Pedro, Cordero,Bogotá,Colombia,15/9/1980,Casado,$6K-$10K,M,4,4,Educación Secundaria Completa,4/2/2020,Básica,Operativa Calificada,Si
6448,178462825450-3, Luis, Ochoa,Cali,Colombia,2/7/1987,Casado,$10K-$14K,M,5,1,Educación Universitaria Completa,16/4/2023,Frescura,Profesional,Si
6449,178500244913-4, Manuela, Jara,Quito,Ecuador,17/7/1960,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,3/5/2021,Básica,Operativa Básica,No
6450,178527413008-8, Vanessa, Torres,Quito,Ecuador,5/3/1947,Casado,$6K-$10K,F,3,3,Educación Universitaria Incompleta,15/4/2021,Frescura,Operativa Calificada,Si
6451,178668829850-1, Laura, Ortiz,Quito,Ecuador,7/6/1987,Casado,$18K-22K,F,4,4,Educación Universitaria Completa,17/10/2022,Frescura,Profesional,Si
6452,178677091002-0, María, Molina,Medellín,Colombia,27/6/2005,Casado,$2K-$6K,F,3,2,Educación Secundaria Incompleta,17/4/2021,Frescura,Operativa Básica,Si
6453,178696542500-5, Jorge, Calderón,Bogotá,Colombia,25/10/2009,Casado,$2K-$6K,M,5,4,Educación Secundaria Incompleta,8/8/2021,Básica,Operativa Calificada,Si
6454,178723316191-7, Ángela, Rivera,Cali,Colombia,20/9/1943,Soltero,$10K-$14K,F,1,0,Educación Universitaria Completa,22/8/2024,Frescura,Profesional,Si
6455,178784430325-7, Maribel, Vásquez,Bogotá,Colombia,16/6/1950,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,21/1/2020,Frescura,Operativa Básica,No
6456,178929170368-1, Manuel, Salazar,Bogotá,Colombia,10/12/1979,Casado,$10K-$14K,M,2,1,Educación Universitaria Completa,23/2/2023,Frescura,Profesional,Si
6457,178931235669-1, Maribel, Suárez,Cali,Colombia,5/10/1957,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,27/4/2023,Frescura,Operativa Calificada,No
6458,178951175200-1, Raúl, Zamora,Bogotá,Colombia,27/2/1966,Soltero,$10K-$14K,M,2,0,Educación Universitaria Completa,9/8/2020,Frescura,Profesional,No
6459,178963341711-4, Daniel, Lara,Bogotá,Colombia,9/1/1952,Casado,$2K-$6K,M,4,4,Educación Secundaria Incompleta,1/4/2022,Básica,Operativa Calificada,Si
6460,178969913122-8, Raúl, Pinto,Bogotá,Colombia,27/7/1991,Casado,$2K-$6K,M,2,1,Educación Secundaria Incompleta,16/7/2023,Básica,Operativa Básica,No
6461,178997982440-7, Remedios, Escobar,Lima,Perú,24/3/1942,Casado,$10K-$14K,F,1,1,Educación Universitaria Incompleta,21/10/2021,Frescura,Profesional,No
6462,178999277800-6, Marco, González,Medellín,Colombia,14/10/1996,Soltero,$14K-$18K,M,0,0,Educación Universitaria Completa,2/7/2021,Frescura,Gerencial,No
6463,179061499750-4, Nelson, Barrios,Quito,Ecuador,19/3/1961,Casado,$2K-$6K,M,3,2,Educación Secundaria Incompleta,26/4/2022,Básica,Operativa Básica,Si
6464,179078754400-8, Jorge, Ochoa,Puno,Perú,4/9/2000,Soltero,$2K-$6K,M,3,0,Educación Secundaria Incompleta,12/11/2022,Básica,Operativa Básica,Si
6465,179085025350-5, Sonia, Jiménez,Bogotá,Colombia,16/5/2005,Soltero,$2K-$6K,F,4,0,Educación Secundaria Incompleta,10/8/2023,Básica,Operativa Calificada,No
6466,179132978021-3, Sonia, Torres,Bogotá,Colombia,2/11/1966,Casado,$2K-$6K,F,3,3,Educación Secundaria Incompleta,15/8/2021,Básica,Operativa Calificada,Si
6467,179146665334-8, Daniel, Torres,Bogotá,Colombia,2/10/1968,Soltero,$6K-$10K,M,2,0,Educación Secundaria Incompleta,14/10/2024,Frescura,Operativa Básica,No
6468,179175485650-2, Araceli, Parra,Cali,Colombia,7/2/1948,Casado,$6K-$10K,F,5,3,Educación Secundaria Incompleta,25/9/2022,Selecta,Operativa Básica,Si
6469,179230385250-8, Raúl, Gómez,Bogotá,Colombia,24/8/1984,Soltero,$10K-$14K,M,0,0,Educación Universitaria Completa,24/2/2024,Frescura,Profesional,No
6470,179252145884-2, Sebastián, López,Bogotá,Colombia,16/3/1950,Soltero,$2K-$6K,M,5,0,Educación Secundaria Incompleta,25/6/2024,Básica,Operativa Calificada,No
6471,179253873229-6, Maribel, Delgado,Cali,Colombia,20/11/2001,Casado,$2K-$6K,F,0,0,Educación Secundaria Incompleta,17/2/2023,Básica,Operativa Básica,Si
6472,179261064231-4, Verónica, Rivas,Bogotá,Colombia,14/12/1992,Soltero,$6K-$10K,F,0,0,Educación Universitaria Incompleta,27/2/2024,Frescura,Operativa Calificada,No
6473,179261740147-1, Patricia, Salazar,Bogotá,Colombia,20/6/1944,Casado,$2K-$6K,F,4,4,Educación Secundaria Incompleta,17/8/2021,Básica,Operativa Básica,Si
6474,179264800547-6, Gabriel, Rodríguez,Cali,Colombia,11/8/1985,Casado,$22K-$26K,M,2,1,Postgrado Universitario,2/7/2021,Frescura,Profesional,Si
6475,179283594784-0, Ana, Núñez,Bogotá,Colombia,3/6/2003,Casado,$6K-$10K,F,3,1,Educación Secundaria Completa,27/2/2020,Frescura,Operativa Calificada,Si
6476,179295780062-2, Lucía, Araya,Bogotá,Colombia,2/10/1947,Soltero,$6K-$10K,F,0,0,Educación Secundaria Completa,4/9/2023,Frescura,Operativa Básica,No
6477,179345910548-4, Verónica, Monroy,Bogotá,Colombia,15/9/1941,Casado,$6K-$10K,F,1,0,Educación Secundaria Completa,4/1/2022,Frescura,Operativa Calificada,No
6478,179391422350-4, Juan, Martínez,Cali,Colombia,26/2/1987,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,4/12/2023,Básica,Operativa Básica,Si
6479,179419547913-6, Marco, Monroy,Cali,Colombia,3/3/1984,Casado,$2K-$6K,M,2,1,Educación Secundaria Incompleta,5/12/2023,Básica,Operativa Básica,Si
6480,179522550106-2, Manuela, Silva,Bogotá,Colombia,17/10/1985,Casado,$26K-$30K,F,0,0,Educación Universitaria Incompleta,23/9/2024,Frescura,Profesional,Si
6481,179540274141-1, Lourdes, Beltrán,Bogotá,Colombia,21/8/1952,Casado,$6K-$10K,F,1,0,Educación Universitaria Incompleta,18/4/2022,Frescura,Operativa Calificada,Si
6482,179559518992-7, Juan, Maldonado,Bogotá,Colombia,13/2/1946,Casado,$2K-$6K,M,4,1,Educación Secundaria Incompleta,1/6/2023,Básica,Operativa Calificada,Si
6483,179604749100-1, Susana, Rivas,Bogotá,Colombia,21/12/1992,Soltero,$2K-$6K,F,2,0,Educación Secundaria Incompleta,11/3/2023,Básica,Operativa Calificada,No
6484,179627523719-5, Pablo, Ríos,Cali,Colombia,3/10/2003,Soltero,$2K-$6K,M,3,0,Educación Secundaria Incompleta,7/11/2023,Básica,Operativa Básica,No
6485,179727878568-9, Ricardo, Morales,Bogotá,Colombia,13/3/1944,Casado,$14K-$18K,M,2,1,Educación Universitaria Completa,7/7/2023,Frescura,Gerencial,Si
6486,179800220429-7, Sara, Aguilar,Medellín,Colombia,6/2/1942,Casado,$2K-$6K,F,4,4,Educación Secundaria Incompleta,16/10/2022,Básica,Operativa Básica,Si
6487,179857034980-3, Noelia, Villalobos,Quito,Ecuador,11/4/1955,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,8/9/2022,Básica,Operativa Básica,Si
6488,179881912469-8, Marta, Pinto,Medellín,Colombia,22/7/1977,Soltero,$2K-$6K,F,1,0,Educación Secundaria Incompleta,28/8/2022,Básica,Operativa Calificada,Si
6489,179927198885-7, Nuria, Peralta,Bogotá,Colombia,24/9/1961,Soltero,$26K-$30K,F,3,0,Educación Universitaria Completa,7/7/2023,Selecta,Profesional,No
6490,179956113050-1, Ernesto, Mendoza,Bogotá,Colombia,11/10/1964,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,6/9/2023,Selecta,Profesional,Si
6491,180025657350-1, Bruno, Benítez,Quito,Ecuador,19/2/1996,Casado,$10K-$14K,M,3,0,Educación Universitaria Completa,4/10/2021,Frescura,Profesional,No
6492,180066963300-8, Diego, Lara,Quito,Ecuador,4/12/1960,Soltero,$14K-$18K,M,3,0,Educación Secundaria Incompleta,17/3/2022,Frescura,Profesional,Si
6493,180101472600-6, Eduardo, Monroy,Bogotá,Colombia,14/8/1986,Casado,$6K-$10K,M,4,4,Educación Universitaria Incompleta,18/3/2023,Frescura,Operativa Calificada,Si
6494,180134179589-6, Ernesto, Rodríguez,Bogotá,Colombia,10/7/2006,Soltero,$6K-$10K,M,1,0,Educación Secundaria Completa,25/10/2022,Frescura,Operativa Calificada,No
6495,180143304467-1, Mercedes, Ríos,Bogotá,Colombia,8/7/1965,Soltero,$22K-$26K,F,2,0,Educación Universitaria Completa,23/8/2020,Frescura,Gerencial,Si
6496,180150964854-0, Ernesto, Gutiérrez,Cali,Colombia,18/1/1998,Casado,$6K-$10K,M,5,4,Educación Secundaria Completa,9/1/2024,Premium,Operativa Calificada,Si
6497,180156935452-9, Pablo, Duarte,Quito,Ecuador,10/4/2009,Soltero,$6K-$10K,M,3,0,Educación Universitaria Incompleta,3/4/2021,Frescura,Operativa Básica,Si
6498,180162492990-6, Héctor, Monroy,Quito,Ecuador,20/11/1965,Casado,$2K-$6K,M,1,1,Educación Secundaria Completa,10/6/2021,Frescura,Operativa Básica,Si
6499,180174659490-8, Encarnación, Rivas,Cali,Colombia,14/3/1961,Casado,$14K-$18K,F,3,3,Educación Universitaria Completa,27/6/2023,Premium,Gerencial,Si
6500,180247320530-7, Araceli, Maldonado,Bogotá,Colombia,5/12/1946,Soltero,$30K +,F,3,0,Educación Secundaria Completa,9/5/2021,Selecta,Gerencial,Si
6501,180277793108-6, Loreto, Guerrero,Bogotá,Colombia,1/12/1989,Soltero,$6K-$10K,F,5,0,Educación Secundaria Completa,26/5/2022,Frescura,Operativa Calificada,No
6502,180293357965-1, Daniel, Ríos,Bogotá,Colombia,25/12/1949,Casado,$30K +,M,1,1,Educación Secundaria Completa,16/8/2024,Premium,Gerencial,Si
6503,180306350588-7, Sonia, Blanco,Bogotá,Colombia,16/10/1952,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,2/7/2022,Frescura,Operativa Calificada,Si
6504,180314799700-1, Héctor, Villalobos,Bogotá,Colombia,3/4/2007,Soltero,$2K-$6K,M,1,0,Educación Secundaria Incompleta,22/10/2023,Básica,Operativa Calificada,No
6505,180377021300-2, Manuel, Gómez,Cali,Colombia,1/4/1952,Soltero,$6K-$10K,M,2,0,Educación Secundaria Completa,18/12/2021,Frescura,Operativa Básica,No
6506,180380945504-1, Natalia, López,Bogotá,Colombia,25/2/1999,Casado,$6K-$10K,F,4,4,Educación Secundaria Incompleta,10/2/2020,Premium,Operativa Calificada,No
6507,180386371610-4, Maribel, Galindo,Jaén,Perú,1/1/1953,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,13/4/2023,Frescura,Operativa Básica,No
6508,180432071089-7, Sebastián, López,Quito,Ecuador,19/11/1949,Casado,$14K-$18K,M,0,0,Postgrado Universitario,17/11/2022,Selecta,Gerencial,Si
6509,180475836800-1, Emilio, Benítez,Quito,Ecuador,18/11/2007,Soltero,$26K-$30K,M,1,0,Educación Secundaria Incompleta,15/7/2021,Selecta,Profesional,No
6510,180493617150-0, Sonia, Martínez,Medellín,Colombia,10/8/1989,Casado,$10K-$14K,F,0,0,Educación Secundaria Incompleta,3/4/2023,Frescura,Operativa Calificada,Si
6511,180497691332-2, Antonio, Barrios,Bogotá,Colombia,17/7/1992,Casado,$6K-$10K,M,5,2,Educación Secundaria Completa,25/8/2022,Frescura,Operativa Básica,No
6512,180522888004-1, Wilmer, Escalante,Quito,Ecuador,25/8/1987,Casado,$6K-$10K,M,1,0,Educación Secundaria Completa,8/12/2021,Frescura,Operativa Básica,Si
6513,180542207955-1, Irene, Vásquez,Bogotá,Colombia,2/8/1960,Casado,$6K-$10K,F,2,0,Educación Secundaria Completa,26/1/2023,Frescura,Operativa Calificada,Si
6514,180631072223-6, Cristina, Palacios,Bogotá,Colombia,22/11/1948,Casado,$2K-$6K,F,3,3,Educación Secundaria Incompleta,3/9/2023,Básica,Operativa Básica,Si
6515,180651837884-6, Araceli, Arias,Bogotá,Colombia,24/2/1988,Soltero,$6K-$10K,F,3,0,Educación Secundaria Completa,9/11/2024,Frescura,Operativa Básica,No
6516,180717927600-7, Iván, Aguirre,Cali,Colombia,19/12/2005,Soltero,$6K-$10K,M,2,0,Educación Secundaria Completa,13/8/2024,Frescura,Operativa Básica,No
6517,180725231169-9, Inés, Rojas,Bogotá,Colombia,17/5/2010,Casado,$2K-$6K,F,3,3,Educación Secundaria Incompleta,15/4/2023,Básica,Operativa Calificada,Si
6518,180730995200-1, Antonio, Zambrano,Bogotá,Colombia,13/4/1984,Casado,$6K-$10K,M,3,3,Educación Secundaria Completa,4/3/2022,Premium,Operativa Calificada,Si
6519,180757731497-9, Marta, Ortiz,Cali,Colombia,20/4/2003,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,18/5/2022,Frescura,Operativa Calificada,No
6520,180774497985-1, Ángela, Suárez,Bogotá,Colombia,5/6/1950,Casado,$22K-$26K,F,0,0,Educación Universitaria Incompleta,9/4/2022,Frescura,Gerencial,Si
6521,180778177976-6, Concha, Miranda,Trujillo,Perú,14/2/2009,Casado,$10K-$14K,F,0,0,Educación Universitaria Completa,24/8/2021,Frescura,Gerencial,Si
6522,180780337154-5, Carmen, Silva,Medellín,Colombia,21/8/2006,Soltero,$10K-$14K,F,2,0,Educación Universitaria Completa,15/1/2024,Frescura,Gerencial,Si
6523,180811260340-1, Rafael, Morales,Bogotá,Colombia,6/6/2004,Soltero,$10K-$14K,M,1,0,Educación Universitaria Completa,4/11/2021,Frescura,Gerencial,No
6524,180852397380-1, Héctor, Molina,Cali,Colombia,21/1/1962,Soltero,$6K-$10K,M,3,0,Educación Universitaria Incompleta,22/10/2023,Selecta,Profesional,No
6525,180876354750-6, Adrián, Ríos,Lima,Perú,1/1/1994,Casado,$6K-$10K,M,1,0,Educación Secundaria Completa,18/3/2023,Frescura,Operativa Calificada,Si
6526,180878964700-0, Verónica, Solano,Medellín,Colombia,16/8/2008,Soltero,$14K-$18K,F,1,0,Educación Universitaria Completa,20/3/2022,Frescura,Gerencial,No
6527,180897420942-9, Patricia, Contreras,Cajamarca,Perú,22/1/1973,Soltero,$18K-22K,F,5,0,Educación Secundaria Completa,23/8/2020,Frescura,Profesional,Si
6528,180905344186-4, Sonia, Suárez,Bogotá,Colombia,2/11/1942,Casado,$2K-$6K,F,5,1,Educación Secundaria Incompleta,5/7/2020,Básica,Operativa Básica,Si
6529,180922411082-8, Jorge, Guzmán,Cali,Colombia,11/7/2005,Casado,$6K-$10K,M,1,0,Educación Universitaria Completa,3/4/2021,Frescura,Gerencial,Si
6530,180962102300-9, Adrián, Zamora,Cali,Colombia,8/2/1967,Soltero,$22K-$26K,M,0,0,Educación Secundaria Completa,12/11/2023,Básica,Gerencial,Si
6531,180979882650-6, Dolores, Hernández,Medellín,Colombia,8/2/1969,Soltero,$22K-$26K,F,1,0,Educación Secundaria Completa,9/8/2021,Frescura,Profesional,Si
6532,180982492600-7, Ángela, Bustamante,Bogotá,Colombia,20/2/1948,Casado,$10K-$14K,F,4,4,Educación Universitaria Completa,19/8/2024,Premium,Profesional,No
6533,180996555387-4, Maribel, Acosta,Quito,Ecuador,27/6/1997,Soltero,$6K-$10K,F,4,0,Educación Secundaria Completa,20/8/2020,Frescura,Operativa Básica,No
6534,181005342305-4, Soledad, Soto,Bogotá,Colombia,18/1/1963,Casado,$6K-$10K,F,2,2,Educación Universitaria Incompleta,4/4/2021,Premium,Oficinista,Si
6535,181024324250-3, Lucía, Delgado,Bogotá,Colombia,7/12/2002,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,28/5/2024,Básica,Operativa Básica,Si
6536,181042104600-9, Lorena, Espinosa,Quito,Ecuador,7/5/1993,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,5/11/2021,Frescura,Operativa Básica,Si
6537,181043118536-6, Adriana, Rivera,Bogotá,Colombia,12/11/1944,Soltero,$2K-$6K,F,1,0,Educación Secundaria Completa,3/12/2023,Básica,Operativa Básica,No
6538,181048375550-8, Mercedes, Guzmán,Bogotá,Colombia,26/6/1985,Casado,$14K-$18K,F,1,1,Educación Secundaria Incompleta,15/11/2022,Frescura,Profesional,Si
6539,181056467890-9, Elena, Duarte,Quito,Ecuador,12/8/1945,Casado,$6K-$10K,F,3,3,Educación Universitaria Incompleta,19/2/2021,Premium,Operativa Calificada,Si
6540,181144581100-8, Rosario, Peralta,Quito,Ecuador,20/3/2005,Soltero,$14K-$18K,F,4,0,Educación Universitaria Completa,4/1/2021,Frescura,Profesional,No
6541,181157423556-8, Raquel, Silva,Cali,Colombia,25/10/1999,Soltero,$6K-$10K,F,1,0,Educación Secundaria Completa,21/5/2023,Frescura,Operativa Calificada,No
6542,181167637406-2, Luis, Álvarez,Bogotá,Colombia,3/10/1975,Casado,$10K-$14K,M,4,2,Educación Universitaria Completa,5/4/2021,Selecta,Gerencial,Si
6543,181185887050-5, Miguel, Delgado,Bogotá,Colombia,13/4/1972,Casado,$2K-$6K,M,2,2,Educación Secundaria Incompleta,5/4/2021,Básica,Operativa Básica,No
6544,181223400533-3, Rosario, Cordero,Medellín,Colombia,3/11/1985,Soltero,$2K-$6K,F,0,0,Educación Secundaria Incompleta,13/10/2023,Básica,Operativa Básica,No
6545,181235567030-0, Verónica, León,Quito,Ecuador,15/2/1952,Casado,$10K-$14K,F,0,0,Educación Universitaria Completa,4/7/2021,Frescura,Profesional,No
6546,181270113885-5, Luis, Galindo,Quito,Ecuador,23/3/2004,Casado,$14K-$18K,M,4,3,Educación Universitaria Completa,22/2/2022,Premium,Profesional,Si
6547,181271409389-5, Gloria, Medina,Cali,Colombia,7/11/1996,Casado,$26K-$30K,F,2,1,Educación Secundaria Incompleta,19/3/2021,Frescura,Profesional,Si
6548,181299140750-0, Pedro, Cabrera,Bogotá,Colombia,27/9/2007,Casado,$26K-$30K,M,3,0,Educación Secundaria Completa,26/9/2021,Frescura,Profesional,Si
6549,181317653300-7, Germán, Jara,Bogotá,Colombia,9/4/1948,Casado,$26K-$30K,M,2,2,Postgrado Universitario,23/9/2020,Frescura,Profesional,Si
6550,181329763531-6, Francisco, Sosa,Bogotá,Colombia,20/1/1946,Casado,$6K-$10K,M,5,5,Educación Universitaria Incompleta,2/5/2023,Selecta,Operativa Básica,Si
6551,181378298150-8, Gloria, Rodríguez,Medellín,Colombia,21/6/1959,Soltero,$18K-22K,F,4,0,Educación Secundaria Incompleta,25/10/2024,Frescura,Profesional,Si
6552,181380363402-8, Elena, Medina,Bogotá,Colombia,2/12/1982,Casado,$2K-$6K,F,2,2,Educación Secundaria Incompleta,7/6/2022,Básica,Operativa Calificada,Si
6553,181393731533-9, Raúl, Molina,Bogotá,Colombia,15/4/1965,Soltero,$6K-$10K,M,4,0,Educación Secundaria Completa,2/4/2022,Frescura,Operativa Calificada,No
6554,181399213800-2, Carolina, Villalobos,Cali,Colombia,9/11/1980,Casado,$14K-$18K,F,1,0,Educación Universitaria Completa,18/3/2024,Frescura,Profesional,No
6555,181416881678-8, José Luis, Rojas,Chiclayo,Perú,8/7/1960,Soltero,$10K-$14K,M,1,0,Educación Universitaria Completa,19/2/2021,Frescura,Profesional,Si
6556,181549154815-6, Esther, Miranda,Jaén,Perú,27/10/1994,Soltero,$2K-$6K,F,2,0,Educación Secundaria Incompleta,23/7/2022,Básica,Operativa Básica,No
6557,181561358867-9, Alejandro, Silva,Medellín,Colombia,3/2/1950,Soltero,$6K-$10K,M,1,0,Educación Universitaria Incompleta,23/7/2023,Frescura,Oficinista,Si
6558,181572286350-3, Concha, Rojas,Quito,Ecuador,22/6/1970,Soltero,$6K-$10K,F,2,0,Educación Secundaria Completa,3/4/2023,Frescura,Operativa Calificada,No
6559,181653640270-9, Adrián, Escalante,Cali,Colombia,22/3/1999,Soltero,$14K-$18K,M,3,0,Educación Universitaria Completa,11/1/2020,Frescura,Gerencial,No
6560,181653846850-2, María, Zamora,Cali,Colombia,18/10/1974,Soltero,$14K-$18K,F,5,0,Educación Secundaria Completa,12/7/2020,Frescura,Gerencial,Si
6561,181661432085-1, Julián, Vásquez,Bogotá,Colombia,19/5/1974,Soltero,$10K-$14K,M,5,0,Educación Universitaria Completa,6/10/2021,Frescura,Profesional,Si
6562,181697236893-6, Virginia, Beltrán,Bogotá,Colombia,6/10/1972,Casado,$6K-$10K,F,2,2,Educación Secundaria Incompleta,8/11/2023,Frescura,Operativa Básica,No
6563,181759946942-5, Lorena, Rojas,Piura,Perú,16/1/1980,Soltero,$10K-$14K,F,4,0,Educación Universitaria Completa,17/7/2022,Frescura,Profesional,No
6564,181809664400-1, Virginia, Suárez,Medellín,Colombia,11/2/1954,Casado,$14K-$18K,F,3,3,Postgrado Universitario,22/9/2020,Premium,Gerencial,Si
6565,181864563650-9, Elena, Cruz,Cali,Colombia,7/3/1996,Soltero,$2K-$6K,F,0,0,Educación Secundaria Incompleta,5/1/2021,Básica,Operativa Básica,No
6566,181895261702-1, Javier, Fuentes,Bogotá,Colombia,26/10/1969,Casado,$2K-$6K,M,1,1,Educación Secundaria Incompleta,18/8/2022,Básica,Operativa Básica,Si
6567,181939233837-6, Sara, Peralta,Cali,Colombia,25/11/1944,Soltero,$10K-$14K,F,4,0,Educación Universitaria Incompleta,2/9/2020,Frescura,Oficinista,Si
6568,181942951379-5, Arturo, Espinosa,Bogotá,Colombia,14/4/1998,Soltero,$10K-$14K,M,1,0,Educación Universitaria Incompleta,24/10/2022,Premium,Operativa Básica,Si
6569,181958403585-5, Miguel, Arias,Puno,Perú,14/3/1944,Casado,$6K-$10K,M,2,0,Educación Secundaria Completa,20/12/2024,Frescura,Operativa Calificada,Si
6570,182009923550-2, Carolina, Ortiz,Medellín,Colombia,4/7/1991,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,10/4/2023,Selecta,Operativa Calificada,No
6571,182077890750-1, Ángela, Beltrán,Bogotá,Colombia,2/11/1945,Soltero,$6K-$10K,F,1,0,Educación Universitaria Incompleta,19/2/2022,Selecta,Gerencial,No
6572,182092535450-9, Emilio, Miranda,Bogotá,Colombia,12/2/1941,Soltero,$10K-$14K,M,0,0,Educación Secundaria Completa,11/6/2021,Frescura,Operativa Básica,No
6573,182102467750-3, Rosa, Escalante,Bogotá,Colombia,28/1/1999,Casado,$6K-$10K,F,5,5,Educación Secundaria Completa,8/4/2024,Premium,Operativa Básica,Si
6574,182113451450-1, Elena, Sánchez,Medellín,Colombia,18/12/1981,Casado,$10K-$14K,F,1,1,Educación Universitaria Completa,11/9/2021,Frescura,Gerencial,No
6575,182113845645-3, Noelia, Cardenas,Medellín,Colombia,26/8/1984,Casado,$6K-$10K,F,1,0,Educación Secundaria Completa,11/2/2020,Frescura,Operativa Calificada,Si
6576,182119196700-3, Paula, Espinoza,Bogotá,Colombia,19/1/1991,Casado,$14K-$18K,F,3,3,Educación Universitaria Completa,8/5/2022,Premium,Profesional,Si
6577,182149669230-7, Nelson, Parra,Cali,Colombia,18/3/1952,Casado,$6K-$10K,M,1,1,Educación Secundaria Completa,10/5/2021,Frescura,Operativa Calificada,Si
6578,182166567146-3, Alejandro, Medina,Cali,Colombia,12/4/2009,Soltero,$2K-$6K,M,2,0,Educación Secundaria Incompleta,14/12/2021,Básica,Operativa Básica,No
6579,182221598027-2, Adrián, Aguilar,Medellín,Colombia,18/7/1991,Soltero,$10K-$14K,M,2,0,Educación Universitaria Completa,4/6/2021,Frescura,Gerencial,Si
6580,182243227362-2, Manuel, Ochoa,Bogotá,Colombia,2/1/1997,Soltero,$18K-22K,M,5,0,Educación Secundaria Incompleta,19/6/2022,Frescura,Profesional,Si
6581,182251169384-3, Inés, Blanco,Cali,Colombia,9/10/1943,Soltero,$10K-$14K,F,2,0,Educación Secundaria Completa,21/2/2022,Premium,Operativa Calificada,Si
6582,182274488550-2, María, Rodríguez,Quito,Ecuador,20/5/2006,Casado,$2K-$6K,F,2,0,Educación Secundaria Incompleta,25/10/2024,Básica,Operativa Básica,Si
6583,182324863074-6, Rafael, Castro,Quito,Ecuador,28/5/1955,Casado,$14K-$18K,M,3,1,Educación Universitaria Completa,2/7/2022,Frescura,Gerencial,Si
6584,182388474450-0, Gloria, Vega,Bogotá,Colombia,13/6/1971,Casado,$6K-$10K,F,4,1,Educación Secundaria Completa,19/6/2021,Frescura,Operativa Calificada,Si
6585,182428729000-2, Guido, Ramírez,Quito,Ecuador,21/4/1961,Soltero,$10K-$14K,M,4,0,Educación Universitaria Completa,5/12/2021,Frescura,Profesional,Si
6586,182443899400-0, Marta, Palacios,Bogotá,Colombia,1/12/1970,Soltero,$2K-$6K,F,3,0,Educación Secundaria Incompleta,21/10/2022,Básica,Operativa Básica,No
