IDCliente,Prefijo,Nombre,Apellido,Nacimiento,EstadoCivil,Género,correo-e,IngresoAnual,Hijos,NivelEducativo,Ocupacion
32442,Sr.,Damien,Pal,9/11/1978,Soltero,M,paldamien1978@ciclovida.com,2000,2,Educacion Universitaria Completa,Operativo
32443,Sr.,Glenn,Zaldivar,2/12/1960,Casado,M,zaldivarglenn1960@ciclovida.com,4000,1,Postgrado,Oficinista
32444,Sra.,Autumn,Wu,27/3/1961,Soltero,F,wuautumn1961@ciclovida.com,4000,1,Postgrado,Oficinista
32445,Sr.,Johnny,Goel,7/10/1961,Casado,M,goeljohnny1961@ciclovida.com,6000,1,Postgrado,Oficinista
32446,Sr.,Jackson,Yang,13/5/1963,Soltero,M,yangjackson1963@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32447,Sr.,Armando,Vazquez,16/12/2003,Casado,M,vazquezarmando2003@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
32448,Srita.,Karen,Cai,8/9/2004,Casado,F,caikaren2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
32449,Sr.,Lance,Sanz,30/1/2004,Soltero,M,sanzlance2004@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
32450,Sr.,Randy,Zaldivar,24/1/2003,Casado,M,zaldivarrandy2003@ciclovida.com,2000,0,Educacion Universitaria Completa,Operativo
32451,Sr.,Orlando,Blanco,24/6/2004,Soltero,M,blancoorlando2004@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
32452,Sr.,Tony,Xu,29/10/2004,Soltero,M,xutony2004@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
32453,Sr.,Roberto,Sai,7/4/2004,Casado,M,sairoberto2004@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
32454,Sr.,Juan,Vazquez,17/8/2001,Soltero,M,vazquezjuan2001@ciclovida.com,2000,0,Educacion Secundaria Completa,Operativo
32455,Sra.,Kara,Lal,21/2/2000,Soltero,F,lalkara2000@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
32456,Sra.,Alexis,Long,10/2/2003,Soltero,F,longalexis2003@ciclovida.com,2000,1,Educacion Secundaria Completa,Operativo
32457,Srita.,Theresa,Vazquez,25/6/2003,Casado,F,vazqueztheresa2003@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
32458,Srita.,Evelyn,Martinez,22/9/2003,Soltero,F,martinezevelyn2003@ciclovida.com,4000,0,Educacion Universitaria Completa,Oficinista
32459,Sr.,Troy,Sara,17/6/2001,Soltero,M,saratroy2001@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32460,Sra.,Meagan,Lopez,8/2/1985,Soltero,F,lopezmeagan1985@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32461,Sr.,Kelvin,He,25/5/1985,Soltero,M,hekelvin1985@ciclovida.com,6000,4,Postgrado,Oficinista
32462,Sr.,Derek,Shen,12/11/1984,Casado,M,shenderek1984@ciclovida.com,6000,3,Postgrado,Oficinista
32463,Sra.,Gina,Alvarez,30/4/1984,Soltero,F,alvarezgina1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32464,Sra.,Teresa,Martinez,22/8/1984,Soltero,F,martinezteresa1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32465,Sra.,Cynthia,Suri,5/2/1984,Soltero,F,suricynthia1984@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32466,Sr.,Oscar,Hughes,9/8/1983,Casado,M,hughesoscar1983@ciclovida.com,4000,2,Educacion Universitaria Completa,Operativo
32467,Sr.,Jon,Becker,13/2/1982,Soltero,M,beckerjon1982@ciclovida.com,6000,1,Postgrado,Oficinista
32468,Sra.,Lindsey,Alvarez,8/12/1983,Soltero,F,alvarezlindsey1983@ciclovida.com,6000,3,Postgrado,Oficinista
32469,Sr.,Tomas,Johnson,22/7/1984,Soltero,M,johnsontomas1984@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
32470,Sra.,Gabriella,James,27/9/1984,Casado,F,jamesgabriella1984@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
32471,Sr.,Nicolas,Xie,27/7/1984,Casado,M,xienicolas1984@ciclovida.com,8000,3,Postgrado,Oficinista
32472,Sr.,Omar,Xu,17/3/1983,Casado,M,xuomar1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32473,Srita.,Rachael,Chandra,31/7/1983,Casado,F,chandrarachael1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32474,Sr.,Donald,Sanchez,6/2/1983,Soltero,M,sanchezdonald1983@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32475,Sr.,Philip,Gill,19/7/1983,Casado,M,gillphilip1983@ciclovida.com,8000,3,Postgrado,Oficinista
32476,Sr.,Maurice,Kumar,18/6/1982,Soltero,M,kumarmaurice1982@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32477,Sra.,Aimee,Gao,29/5/1982,Casado,F,gaoaimee1982@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32478,Sra.,Kelli,Alvarez,10/9/1994,Soltero,F,alvarezkelli1994@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
32479,Sra.,Autumn,He,10/7/1994,Soltero,F,heautumn1994@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
32480,Sr.,Wyatt,Simmons,14/7/1994,Soltero,M,simmonswyatt1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32481,Sr.,Derrick,Schmidt,8/1/1994,Soltero,M,schmidtderrick1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32482,Sr.,Alfredo,Hernandez,20/1/1994,Soltero,M,hernandezalfredo1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32483,Srita.,Whitney,Gonzalez,7/1/1994,Soltero,F,gonzalezwhitney1994@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32484,Sr.,Arthur,Munoz,11/3/1993,Soltero,M,munozarthur1993@ciclovida.com,2000,2,Educacion Secundaria Completa,Operativo
32485,Sr.,Clarence,Cai,25/5/1994,Casado,M,caiclarence1994@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32486,Sr.,Brent,Chen,22/8/1994,Casado,M,chenbrent1994@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32487,Sr.,Chad,Deng,18/3/1994,Casado,M,dengchad1994@ciclovida.com,8000,0,Postgrado,Oficinista
32488,Sr.,Franklin,Huang,19/4/1993,Soltero,M,huangfranklin1993@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32489,Sr.,Dale,Luo,25/4/1993,Soltero,M,luodale1993@ciclovida.com,4000,0,Educacion Universitaria Completa,Operativo
32490,Sr.,Tommy,Shan,16/9/1993,Soltero,M,shantommy1993@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32491,Srita.,Misty,Xu,20/2/1993,Soltero,F,xumisty1993@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32492,Sr.,Jake,Zaldivar,23/6/1993,Soltero,M,zaldivarjake1993@ciclovida.com,8000,0,Postgrado,Oficinista
32494,Srita.,Rosa,Cai,6/6/1993,Casado,F,cairosa1993@ciclovida.com,8000,0,Postgrado,Oficinista
32495,Srita.,Robin,Hernandez,17/12/1992,Soltero,F,hernandezrobin1992@ciclovida.com,10000,0,Postgrado,Operativo Calificado
32496,Srita.,Stefanie,Suri,16/1/1993,Soltero,F,suristefanie1993@ciclovida.com,10000,0,Postgrado,Operativo Calificado
32497,Sr.,Xavier,Davis,14/10/1993,Casado,M,davisxavier1993@ciclovida.com,10000,0,Postgrado,Operativo Calificado
32498,Sr.,Neil,Sanz,18/3/1976,Casado,M,sanzneil1976@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
32499,Sr.,Jamie,Suarez,5/1/1976,Soltero,M,suarezjamie1976@ciclovida.com,2000,3,Educacion Universitaria Completa,Operativo
32500,Sra.,Sandra,Wu,23/8/1975,Casado,F,wusandra1975@ciclovida.com,2000,3,Educacion Secundaria Completa,Operativo
32501,Sra.,Meagan,Patel,29/5/1992,Soltero,F,patelmeagan1992@ciclovida.com,2000,3,Educacion Secundaria Completa,Operativo
32502,Sr.,Arturo,Alvarez,29/1/1992,Soltero,M,alvarezarturo1992@ciclovida.com,2000,3,Educacion Secundaria Completa,Operativo
32503,Sra.,Shawna,Sharma,22/3/1992,Soltero,F,sharmashawna1992@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32504,Sr.,Marshall,Lu,30/4/1992,Casado,M,lumarshall1992@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32505,Sr.,Matthew,Rodriguez,8/6/1947,Casado,M,rodriguezmatthew1947@ciclovida.com,8000,1,Postgrado,Oficinista
32506,Sr.,Roger,Wu,13/8/1992,Casado,M,wuroger1992@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32507,Sr.,Theodore,Serrano,21/7/1992,Soltero,M,serranotheodore1992@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32508,Srita.,Tabitha,Perez,16/2/1992,Casado,F,pereztabitha1992@ciclovida.com,8000,0,Postgrado,Oficinista
32509,Srita.,Claudia,Zhao,10/8/1992,Soltero,F,zhaoclaudia1992@ciclovida.com,8000,0,Postgrado,Oficinista
32510,Srita.,Giraldo,Sanchez,1/4/1992,Soltero,F,sanchezgiraldo1992@ciclovida.com,8000,0,Postgrado,Oficinista
32511,Srita.,Kristi,Hernandez,19/11/1991,Soltero,F,hernandezkristi1991@ciclovida.com,8000,0,Postgrado,Oficinista
32512,Srita.,Stacey,Zaldivar,19/3/1992,Soltero,F,zaldivarstacey1992@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
32513,Srita.,Ana,Alvarez,21/10/1992,Casado,F,alvarezana1992@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
32514,Sra.,Kristi,Gutierrez,24/8/1991,Soltero,F,gutierrezkristi1991@ciclovida.com,2000,3,Educacion Secundaria Incompleta,Operativo
32515,Sra.,Lori,Munoz,13/2/1991,Soltero,F,munozlori1991@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32516,Sr.,Caleb,Li,22/4/1991,Casado,M,licaleb1991@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32517,Sra.,Abigail,Diaz,27/1/1991,Soltero,F,diazabigail1991@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32518,Sr.,Garrett,Rivera,27/2/1991,Soltero,M,riveragarrett1991@ciclovida.com,4000,1,Educacion Universitaria Completa,Operativo
32519,Sra.,Brenda,Suri,18/9/1991,Soltero,F,suribrenda1991@ciclovida.com,4000,1,Educacion Secundaria Completa,Operativo
32520,Sr.,Marc,Ortega,19/1/1991,Soltero,M,ortegamarc1991@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32521,Sra.,Isabella,Murphy,14/12/1990,Soltero,F,murphyisabella1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32522,Sra.,Cara,She,30/5/1990,Soltero,F,shecara1990@ciclovida.com,4000,1,Educacion Secundaria Completa,Operativo
32523,Srita.,Taylor,Martinez,2/10/1991,Soltero,F,martineztaylor1991@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
32524,Srita.,Kaitlin,Sosa,8/8/1991,Soltero,F,sosakaitlin1991@ciclovida.com,8000,0,Educacion Universitaria Completa,Oficinista
32525,Sr.,Corey,Tang,25/6/1990,Soltero,M,tangcorey1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32526,Sra.,Kristina,Suri,23/2/1990,Soltero,F,surikristina1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32527,Sr.,Frederick,Sara,20/9/1990,Soltero,M,sarafrederick1990@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32528,Sr.,Gilbert,Shan,7/10/1989,Soltero,M,shangilbert1989@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32529,Sra.,Carolyn,Dominguez,22/4/1989,Soltero,F,dominguezcarolyn1989@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32530,Sr.,Orlando,Romero,28/7/1989,Soltero,M,romeroorlando1989@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32531,Sr.,Lucas,Zaldivar,19/2/1989,Soltero,M,zaldivarlucas1989@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32532,Sr.,Willie,Goel,29/2/1988,Soltero,M,goelwillie1988@ciclovida.com,2000,5,Educacion Secundaria Incompleta,Operativo
32533,Sr.,Clinton,Suarez,25/12/1987,Soltero,M,suarezclinton1987@ciclovida.com,2000,3,Educacion Secundaria Incompleta,Operativo
32534,Sr.,Devin,Rodriguez,22/9/1988,Soltero,M,rodriguezdevin1988@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32535,Sra.,Shawna,Luo,29/12/1987,Soltero,F,luoshawna1987@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32536,Sra.,Monica,Lopez,21/5/1988,Soltero,F,lopezmonica1988@ciclovida.com,4000,2,Educacion Secundaria Completa,Operativo
32537,Sra.,Tracy,Shan,11/6/1988,Casado,F,shantracy1988@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
32538,Sr.,Tyrone,Carlson,21/12/1987,Casado,M,carlsontyrone1987@ciclovida.com,6000,1,Educacion Universitaria Completa,Operativo Calificado
32539,Sr.,Terrence,Deng,24/12/1989,Soltero,M,dengterrence1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Operativo
32540,Srita.,Dawn,Yang,27/4/1990,Casado,F,yangdawn1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32541,Sr.,Orlando,Diaz,18/10/1990,Soltero,M,diazorlando1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32542,Srita.,Mayra,Sosa,21/9/1990,Casado,F,sosamayra1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32543,Sr.,Roy,Rana,17/2/1990,Soltero,M,ranaroy1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32544,Srita.,Adrienne,Hernandez,2/4/1990,Casado,F,hernandezadrienne1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32545,Srita.,Lindsay,Raji,25/6/1990,Soltero,F,rajilindsay1990@ciclovida.com,8000,0,Educacion Universitaria Completa,Profesional
32547,Sr.,Wyatt,King,11/2/1987,Soltero,M,kingwyatt1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Operativo
32548,Sra.,Crystal,Wu,13/5/1987,Soltero,F,wucrystal1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32549,Sr.,Andy,Gill,17/9/1987,Soltero,M,gillandy1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32550,Sr.,Troy,Perez,28/4/1987,Soltero,M,pereztroy1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32551,Sra.,Alexandra,Winston,28/5/1989,Soltero,F,winstonalexandra1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32552,Sra.,Stefanie,Jordan,18/2/1989,Soltero,F,jordanstefanie1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32553,Sr.,Reginald,Carlson,17/8/1989,Soltero,M,carlsonreginald1989@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32554,Sra.,Sydney,Lee,24/1/1988,Casado,F,leesydney1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32555,Sr.,Derrick,Dominguez,8/3/1988,Casado,M,dominguezderrick1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32556,Sr.,Lee,Suarez,16/2/1988,Casado,M,suarezlee1988@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32557,Sr.,Tristan,Barbosa,25/9/1987,Soltero,M,barbosatristan1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32558,Sr.,Willie,Luo,1/10/1987,Soltero,M,luowillie1987@ciclovida.com,6000,2,Educacion Universitaria Completa,Oficinista
32559,Sr.,David,Garcia,9/7/1987,Soltero,M,garciadavid1987@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
32560,Sra.,Lauren,Cooper,21/3/1987,Casado,F,cooperlauren1987@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32561,,Barbara,Ma,10/3/2003,Soltero,NA,mabarbara2003@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
32562,Sr.,Wayne,Alvarez,15/1/2003,Soltero,M,alvarezwayne2003@ciclovida.com,6000,3,Educacion Universitaria Completa,Oficinista
32564,Sr.,Seth,Perez,25/7/1986,Soltero,M,perezseth1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32565,Sr.,Gilbert,Zaldivar,18/2/1986,Soltero,M,zaldivargilbert1986@ciclovida.com,6000,1,Educacion Universitaria Completa,Oficinista
32566,Sr.,Kurt,Luo,16/2/1986,Casado,M,luokurt1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32567,Sr.,Gerald,Raman,25/4/1986,Casado,M,ramangerald1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32568,Sra.,Paula,Alvarez,16/10/1986,Casado,F,alvarezpaula1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32569,Sr.,Darryl,Gao,21/4/1986,Casado,M,gaodarryl1986@ciclovida.com,8000,1,Educacion Universitaria Completa,Operativo Calificado
32571,Sr.,Darren,Martinez,22/6/2002,Soltero,M,martinezdarren2002@ciclovida.com,6000,4,Educacion Universitaria Completa,Oficinista
32572,Srita.,Kari,Vazquez,13/5/2001,Soltero,F,vazquezkari2001@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32573,Sr.,Harold,Sara,10/4/2001,Soltero,M,saraharold2001@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32574,Sr.,Bradley,Alvarez,14/11/1998,Casado,M,alvarezbradley1998@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
32575,Sr.,Clarence,Chande,30/6/1999,Casado,M,chandeclarence1999@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
32576,Srita.,Gina,Serrano,12/4/1999,Casado,F,serranogina1999@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
32577,Srita.,Ana,Navarro,9/2/1999,Soltero,F,navarroana1999@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32578,Srita.,Patricia,Gonzalez,12/12/1998,Soltero,F,gonzalezpatricia1998@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32579,Sr.,Melvin,Raji,13/5/2000,Soltero,M,rajimelvin2000@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32580,Srita.,Bethany,Raje,18/12/1999,Soltero,F,rajebethany1999@ciclovida.com,4000,0,Educacion Secundaria Completa,Operativo
32581,Srita.,Adriana,Kapoor,29/1/2000,Soltero,F,kapooradriana2000@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32582,Srita.,Andy,Ruth,1/3/2000,Soltero,F,ruthandy2000@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32583,Srita.,Haley,Russell,24/11/1999,Soltero,F,russellhaley1999@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32584,Srita.,Ana,Ruiz,6/4/1998,Soltero,F,ruizana1998@ciclovida.com,2000,0,Educacion Secundaria Incompleta,Operativo
32585,Srita.,Tamara,Gao,21/1/1998,Soltero,F,gaotamara1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32586,Srita.,Trisha,Zhao,15/8/1998,Casado,F,zhaotrisha1998@ciclovida.com,4000,0,Educacion Secundaria Incompleta,Operativo
32587,Sr.,Isaiah,Hernandez,12/2/1997,Soltero,M,hernandezisaiah1997@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32588,Srita.,Monique,Romero,12/12/1997,Soltero,F,romeromonique1997@ciclovida.com,6000,0,Educacion Universitaria Completa,Oficinista
32589,Sr.,Joseph,Martinez,9/1/1980,Soltero,M,martinezjoseph1980@ciclovida.com,14000,3,Educacion Universitaria Completa,Profesional
32590,Sra.,Angelica,Alvarez,11/2/1989,Casado,F,alvarezangelica1989@ciclovida.com,18000,4,Educacion Universitaria Completa,Profesional
32591,,Marcus,Watson,23/9/1989,Casado,NA,watsonmarcus1989@ciclovida.com,18000,4,Educacion Universitaria Completa,Profesional
32592,Sr.,Caleb,Nelson,11/5/1989,Soltero,M,nelsoncaleb1989@ciclovida.com,20000,3,Educacion Universitaria Completa,Administrativo
32593,Sra.,Nicole,Watson,15/3/1989,Casado,F,watsonnicole1989@ciclovida.com,20000,4,Educacion Universitaria Completa,Profesional
32594,Sr.,Zachary,Simmons,16/4/1989,Casado,M,simmonszachary1989@ciclovida.com,22000,2,Educacion Universitaria Completa,Administrativo
32595,Sr.,Jesse,Barbosa,17/8/1989,Soltero,M,barbosajesse1989@ciclovida.com,22000,3,Educacion Universitaria Completa,Administrativo
32596,Sr.,Jonathan,Alvarez,2/9/1989,Casado,M,alvarezjonathan1989@ciclovida.com,26000,1,Postgrado,Administrativo
32597,Sra.,Colleen,Lin,29/5/1986,Casado,F,lincolleen1986@ciclovida.com,8000,4,Educacion Secundaria Completa,Operativo Calificado
32598,Sra.,Tina,Fernandez,24/5/1986,Soltero,F,fernandeztina1986@ciclovida.com,14000,1,Educacion Universitaria Completa,Profesional
32599,Sr.,Alexander,Alvarez,10/10/1966,Casado,M,alvarezalexander1966@ciclovida.com,12000,3,Postgrado,Administrativo
32600,Sr.,Noah,Evans,1/1/1966,Casado,M,evansnoah1966@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32601,Sr.,Richard,Gonzales,28/5/1967,Casado,M,gonzalesrichard1967@ciclovida.com,12000,3,Postgrado,Administrativo
32602,Sra.,Ana,Morris,20/9/1967,Casado,F,morrisana1967@ciclovida.com,12000,3,Postgrado,Administrativo
32603,Sra.,Jodi,She,28/8/1967,Casado,F,shejodi1967@ciclovida.com,12000,3,Postgrado,Administrativo
32604,Sra.,Arianna,Russell,28/1/1967,Casado,F,russellarianna1967@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32605,Sr.,Seth,Nelson,12/3/1967,Casado,M,nelsonseth1967@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32606,Sr.,Timothy,Perez,20/12/1966,Casado,M,pereztimothy1966@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32607,Sr.,Brandon,Henderson,16/6/1967,Casado,M,hendersonbrandon1967@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32608,Sr.,Sean,Torres,20/6/1967,Casado,M,torressean1967@ciclovida.com,16000,5,Educacion Universitaria Completa,Administrativo
32609,Sra.,Alexandria,Perez,25/12/1966,Casado,F,perezalexandria1966@ciclovida.com,16000,5,Educacion Universitaria Completa,Administrativo
32611,Sra.,Katherine,Jones,30/4/1968,Casado,F,joneskatherine1968@ciclovida.com,8000,4,Educacion Secundaria Completa,Profesional
32612,Sra.,Katherine,Morgan,16/5/1968,Casado,F,morgankatherine1968@ciclovida.com,8000,4,Educacion Secundaria Completa,Profesional
32613,Sra.,Heidi,Sai,13/3/1968,Casado,F,saiheidi1968@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
32614,Sra.,Haley,Diaz,15/5/1968,Casado,F,diazhaley1968@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
32615,Sra.,Destiny,Rodriguez,14/2/1968,Casado,F,rodriguezdestiny1968@ciclovida.com,14000,4,Educacion Universitaria Completa,Administrativo
32616,Sra.,Kimberly,Rogers,17/4/1969,Soltero,F,rogerskimberly1969@ciclovida.com,8000,4,Educacion Secundaria Completa,Profesional
32617,Sr.,Darryl,He,26/10/1969,Casado,M,hedarryl1969@ciclovida.com,8000,4,Educacion Secundaria Completa,Profesional
32618,Sr.,Nathan,Nelson,12/4/1969,Soltero,M,nelsonnathan1969@ciclovida.com,8000,4,Educacion Secundaria Completa,Profesional
32619,Sra.,Kaylee,Murphy,14/7/1969,Casado,F,murphykaylee1969@ciclovida.com,8000,5,Educacion Secundaria Completa,Profesional
32620,Sr.,Edward,Wright,18/7/1969,Soltero,M,wrightedward1969@ciclovida.com,8000,5,Educacion Secundaria Completa,Profesional
32621,Sra.,Alexandria,Patterson,22/12/1968,Casado,F,pattersonalexandria1968@ciclovida.com,8000,5,Educacion Secundaria Completa,Profesional
32622,Sra.,Erica,Zaldivar,12/7/1969,Casado,F,zaldivarerica1969@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32623,Sra.,Brianna,Martinez,13/1/1969,Casado,F,martinezbrianna1969@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32624,Sr.,Adam,Perez,19/7/1970,Soltero,M,perezadam1970@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32625,Sra.,Miranda,Patterson,15/5/1970,Casado,F,pattersonmiranda1970@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32626,Sr.,Jesse,Gonzalez,9/4/1970,Casado,M,gonzalezjesse1970@ciclovida.com,14000,5,Educacion Universitaria Completa,Administrativo
32627,Sr.,Samuel,Rodriguez,23/5/1970,Casado,M,rodriguezsamuel1970@ciclovida.com,12000,4,Educacion Universitaria Completa,Administrativo
32628,Sr.,Daniel,Barbosa,14/2/1970,Casado,M,barbosadaniel1970@ciclovida.com,12000,4,Educacion Universitaria Completa,Administrativo
32629,Sra.,Hailey,Morgan,27/6/1971,Soltero,F,morganhailey1971@ciclovida.com,14000,2,Educacion Universitaria Completa,Profesional
32630,Sr.,Robert,Foster,31/12/1970,Casado,M,fosterrobert1970@ciclovida.com,14000,2,Educacion Universitaria Completa,Profesional
32631,Sr.,Christian,Barbosa,16/3/1971,Casado,M,barbosachristian1971@ciclovida.com,14000,2,Educacion Universitaria Completa,Profesional
32632,Sr.,Jon,Nath,12/9/1971,Casado,M,nathjon1971@ciclovida.com,14000,2,Educacion Universitaria Completa,Profesional
32633,Sra.,Savannah,Perez,9/3/1971,Casado,F,perezsavannah1971@ciclovida.com,14000,2,Educacion Universitaria Completa,Profesional
32634,Sra.,Katherine,Jackson,25/3/1972,Soltero,F,jacksonkatherine1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32635,Sra.,Julia,Ramirez,26/9/1972,Casado,F,ramirezjulia1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32636,Sr.,Hunter,Chen,9/8/1972,Casado,M,chenhunter1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32637,Sr.,Eduardo,Perez,15/7/1972,Soltero,M,perezeduardo1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32638,Sra.,Melissa,Diaz,17/2/1972,Casado,F,diazmelissa1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32639,Sra.,Rebecca,Gonzalez,15/6/1972,Soltero,F,gonzalezrebecca1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32640,Sr.,Chase,Barbosa,9/4/1972,Casado,M,barbosachase1972@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32641,Sr.,Luis,Collins,27/7/1973,Casado,M,collinsluis1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
32642,Sra.,Cassidy,Hayes,10/9/1973,Casado,F,hayescassidy1973@ciclovida.com,12000,2,Educacion Universitaria Completa,Profesional
